,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa,H3,M1,mGluR5,MU,NAT,NMDA,VAChT
61,-1.5186739,-0.3624536017282867,-2.4512477,-2.3439434,-1.0484784765713586,-0.4149308,0.17640621153711192,-1.6359947531375687,-1.187834715924669,-1.2502581732809164,-0.5960137683608804,-0.6093874779244445,-0.9428416212849389,-1.8614539584124548,-1.7923105544032805,-1.1196580472930604,1.9219700531526926,0.1865926722258928,1.1925690050150812
62,-1.0741017,-1.1903883451141812,-2.276938,-1.9393587,-1.183869207141605,-0.22438933,-1.0507289231042563,-0.616554357101458,-1.2020622607030302,-1.0080795608739752,-0.9729821682276149,-0.5924629481402957,-0.3662854054853788,-0.4201361115366691,-0.9749920050782058,-0.6917702498331842,1.21019539014903,-0.15891129325885917,-0.044344524063334674
63,-1.16239,-0.7271617260423441,-2.0571628,-2.182704,-1.165110716179384,-0.2762096,-1.1214212279211317,-1.0217716904142713,-1.188012406603161,-1.33948952649555,-0.8154245822106282,-0.6143549580752419,0.1972386037283146,-1.0389202712154186,-1.2660891555994491,-0.760531982260648,2.3763835643065634,0.17350635417559446,0.8667871413549864
64,-0.90578854,-0.6461349370171383,-1.1085982,-1.5051016,-0.9009935962826529,-0.92215693,0.156573086937077,-0.8803193090375654,-1.5445308587459499,-1.039815714583142,-1.702737346656898,-0.11368334604679411,0.3859301001564419,-1.29377798514483,-1.2494036089861447,-0.24205178098397342,0.7752305553871104,-1.3150510466074472,-0.494917344856707
65,-1.6282595,-0.32141993078126846,-2.2380314,-2.5600157,-0.9064361725840323,-0.2485661,-0.12031562692519598,-1.381467465799577,-1.4013185829086894,-1.1466495421857001,-0.733493433370355,-0.7002779435279397,-0.6112961217081108,-1.1392843279128537,-1.5162769817330979,-1.447073793634098,2.3546320515965493,-0.8880138300686193,0.26285568470035625
66,-1.0415039,-1.2314650310021928,-1.9616579,-1.5911286,-0.7232888952321229,-0.3161828,-0.4873313900211993,-0.8653787480524041,-1.6341154222247258,-0.8818022200210991,-1.9276683901961327,-0.7548594130827246,-0.6424263995986816,-0.48388645638832734,-1.3892516685934206,-1.0072064659149853,0.7789207163237708,-1.4852652794365813,-0.762305938542121
67,-1.6556909,-0.5901023250325894,-2.644366,-2.5862732,-1.202047574487825,-0.49926317,-0.11990482969734535,-1.18200652393578,-1.7742154215561141,-1.2321275053786627,-1.4994075333992607,-0.8759317946356739,-0.5198476601492794,-1.248865977770828,-1.7887797501699132,-1.3197183877333483,2.919050961538109,-0.02913185623916225,1.068127364174712
68,0.7690586,-0.8918804276608959,0.07506412,0.6829226,0.40202997367010207,-0.33538538,-0.7415910747251248,0.23941328466166045,0.8073271454138218,1.0443404056096686,0.808766854759215,1.118248951368912,-0.9756172363939898,-0.05616204633139893,-0.050121058009698335,0.5912999450258004,-0.6972123217179359,0.7138611164560285,-0.37098252521179526
69,0.60261357,-0.5671243546670617,0.47926584,1.0594913,0.82118170584417,-0.6495681,-0.44593917161192714,0.1417607459468637,0.4170292223138877,0.9904358743935658,0.4521091790771476,1.109703982015425,-0.892233702934591,0.15335226023764326,0.20218189669978756,0.28072775254445625,-0.3123585514717815,0.7048690023531735,-0.5329661372694801
70,0.8944509,0.07433115778792629,1.2593932,1.5856658,1.379736051874492,-0.37135223,0.010008500168264284,0.5454984088457409,-0.33434470249652687,1.2026036919987142,-0.03152139896645857,1.0562449301512364,-0.3859133181634819,0.9210460906082708,0.780176361610214,0.2320544005739663,0.35900451501238073,-0.10092573459788083,-0.22589227033676018
71,0.5036884,0.18715459333711215,0.84090465,1.1655046,0.7857008440621641,-0.011483334,-0.06523051250547691,-0.03079554058945925,0.023576258757569267,0.3718987454032185,0.0681130090047338,0.882709425248417,-0.7723477395418077,0.4172863231786429,0.8772958461017977,0.1735156923701517,-0.1959710685889381,0.346676614642666,-0.061122820794589625
72,-0.8626572,0.04107323504349289,-0.2387066,-0.036858767,0.33551772163385873,-0.6441688,0.3979273232134128,-0.873233788521446,-0.001357628224678,-0.47566509559849923,0.5422630081492318,-0.482669995633497,-1.1363766050727255,-0.30431025963092867,-0.6328452522843305,-0.7478075161262042,0.06507209492691195,1.5628794392704624,-0.30857359494393083
73,0.2959246,-0.2935475326548264,0.74679893,0.90649325,-0.7245025351938892,-0.6491179,-0.5073455965226777,0.7154047609447598,-0.9449833933208265,-0.15949372040574644,-1.324593818480318,-0.3136370189093326,-1.0561069927404108,-0.5717185250814105,-0.17376721161057518,-0.07060462203671314,-0.6337052305004779,-1.1323685572424214,-0.71313454031268
74,-0.8742739,0.2725026390976739,-0.71147615,-0.2475924,0.665191827988664,-0.9479633,0.4801167766414933,-0.5306512691812734,-0.10505244824024332,-0.3121691390518606,0.015319249607066312,-0.39953984949328286,-0.6488357809021663,0.18891672983407018,-0.34927335013043026,-0.45390818812630923,0.3283386576759257,0.9470096153959564,-0.49249462730317
75,-0.26338285,-0.00473888579521887,-0.6414667,-0.04974679,0.23966546816537965,-0.2972957,0.2647555538755068,-0.09908986555120196,-0.19719284263074285,0.13705542907515902,0.13475519989078505,0.47246332685132275,-0.8702406778266638,-0.030811950032392215,-0.025299461591757243,0.18143239083021856,0.4412939234665207,0.5340815895624951,-0.0520589268575916
76,-0.6047943,-0.5781812061022724,0.2820506,0.35742828,-0.4130896709875891,-0.76143694,-0.23722831102074174,-1.422112733342886,0.23463643558586947,-0.6992966412011493,0.6345735878089405,-0.5654686289325876,-1.5739112378648301,-1.318530416916417,-0.74119685810094,-0.03212126318134096,-0.46714451323443207,0.8351256155031073,-0.2132117654288713
77,-0.8891308,0.33961060077427824,-0.46851343,-0.10886605,0.6468915859332004,-0.97806114,0.4836442520816515,-0.5338001356948814,-0.06027640776393807,-0.22375279585661234,-0.17661391243297955,0.40947658203333576,-0.5169414401137652,0.37789897980218057,-0.2782411134832613,-0.32109059760702463,0.3088529913673765,0.7410425759583309,-0.5643453766136057
78,-0.47991708,-0.4331294025242787,-0.8654387,-0.20241463,-0.0987850101088094,-0.48138016,-0.13522849757452426,-0.4844903474946574,-0.3491442551971315,-0.19586043425895389,-0.17614050583785062,-1.366649333986991,-0.8575272014873093,-0.13649929692643392,-0.5757959697704043,-0.1379479282902874,-0.07000525856031511,-0.1533408414699915,-0.6306544986055619
